,id,created_at,updated_at,name,description,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id,sustaincert_url,project_developer,country,country_code,latitude,longitude,state,carbon_stream,programme_of_activities,sustainable_development_goals,poa_project_id,poa_project_sustaincert_id,poa_project_name,Goal 13: Climate Action,Goal 7: Affordable and Clean Energy,Goal 1: No Poverty,Goal 8: Decent Work and Economic Growth,Goal 3: Good Health and Well-Being,Goal 5: Gender Equality,Goal 6: Clean Water and Sanitation,Goal 15: Life On Land,Goal 12: Responsible Production and Consumption,VER_retired_credits,VER_issued_credits,CER_issued_credits
26,2886,2020-12-14 08:48:02+00:00,2022-12-09 08:36:39+00:00,Rwanda Kamonyi District Clean Water Project I,"The project will provide clean water to local communities through boreholes. It will reduce the consumption of non renewable biomass for water boiling and related greenhouse gas emissions. In addition, the project will improve water quality and indoor air quality. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,2974,2021-01-13,2026-01-12,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Micro scale,10897,https://platform.sustain-cert.com/public-project/2201,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd",Rwanda,RW,,,,VER,Standalone,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}]",,,,True,,,,True,True,True,,,,2827.0,
27,2888,2020-12-16 13:30:25+00:00,2022-08-02 07:01:53+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 001","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0001-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44874,2014-07-22,2019-07-21,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10899,https://platform.sustain-cert.com/public-project/2203,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,10291.0,14578.0,
28,2889,2020-12-16 13:31:04+00:00,2022-06-07 07:00:24+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 002","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0002-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2020-03-17,2025-03-16,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10900,https://platform.sustain-cert.com/public-project/2204,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,,True,,True,,465.0,38342.0,
29,2890,2020-12-16 13:31:57+00:00,2022-11-16 02:43:36+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 004 ","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0004-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2020-04-17,2025-04-16,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10902,https://platform.sustain-cert.com/public-project/2206,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,,True,,True,,465.0,38342.0,
30,2891,2020-12-16 13:32:14+00:00,2022-11-16 02:46:11+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 003","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0003-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2020-04-17,2025-04-16,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10901,https://platform.sustain-cert.com/public-project/2205,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,,True,,True,,465.0,38342.0,
31,2892,2020-12-16 13:32:25+00:00,2022-11-16 02:43:13+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 005","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0005-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-01-01,2026-12-31,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10903,https://platform.sustain-cert.com/public-project/2207,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,19744.0,59640.0,17622.0
32,2893,2020-12-16 13:32:50+00:00,2022-11-16 02:42:59+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 006","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0006-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-01-01,2026-12-31,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10904,https://platform.sustain-cert.com/public-project/2208,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,17337.0,59640.0,17622.0
33,2894,2020-12-16 13:33:12+00:00,2022-11-16 02:42:43+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 007","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0007-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-01-01,2026-12-31,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10905,https://platform.sustain-cert.com/public-project/2209,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,465.0,59640.0,17622.0
34,2895,2020-12-16 13:33:46+00:00,2022-11-16 02:42:29+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 008","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0008-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-01-01,2026-12-31,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10906,https://platform.sustain-cert.com/public-project/2210,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,465.0,59640.0,17622.0
35,2896,2020-12-16 13:34:04+00:00,2022-11-16 02:41:52+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 009","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0009-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-07-15,2027-07-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10907,https://platform.sustain-cert.com/public-project/2211,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,465.0,59640.0,17622.0
36,2897,2020-12-16 13:34:24+00:00,2022-11-16 02:41:16+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 010","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0010-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-08-20,2027-08-19,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10908,https://platform.sustain-cert.com/public-project/2212,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,765.0,59640.0,17622.0
37,2898,2020-12-16 13:34:44+00:00,2022-11-16 02:40:53+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 011","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0011-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-09-25,2027-09-24,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10909,https://platform.sustain-cert.com/public-project/2213,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,465.0,59640.0,17622.0
38,2899,2020-12-16 13:35:04+00:00,2022-11-16 02:40:16+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 012 ","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0012-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,44980,2022-10-21,2027-10-20,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10910,https://platform.sustain-cert.com/public-project/2214,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,13465.0,59640.0,17622.0
39,2900,2020-12-16 13:36:28+00:00,2022-04-14 04:50:03+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 013","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0013-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,41186,2020-01-07,2025-01-07,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10911,https://platform.sustain-cert.com/public-project/2215,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,16845.0,48660.0,13723.0
40,2901,2020-12-16 13:36:48+00:00,2021-12-06 22:41:16+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 014","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0014-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10912,https://platform.sustain-cert.com/public-project/2216,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,18879.0,47938.0,13723.0
41,2902,2020-12-16 13:37:15+00:00,2021-12-06 22:41:16+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 015","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0015-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10913,https://platform.sustain-cert.com/public-project/2217,UpEnergy Group,Uganda,UG,,,,VER,VPA,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",2887.0,10898.0,"Up Energy Improved Cookstove Programme, Uganda",True,True,True,True,True,,,True,True,362.0,47733.0,13723.0
